number;shape;provenance;date;latitude;longitude
214233;KRATER, CALYX;ITALY, SPINA;-475 to -425;44.657909;12.243576
214234;KRATER, CALYX FRAGMENTS;CORINTH;-475 to -425;37.9333;22.9167
214235;KRATER, CALYX FRAGMENT;ATHENS, AGORA;-475 to -425;37.995486;23.731327
214236;KRATER, CALYX FRAGMENTS;LIPARI;-475 to -425;38.465418;14.946899
214237;KRATER, CALYX FRAGMENTS;LIPARI;-475 to -425;38.465418;14.946899
214238;KRATER, CALYX;ITALY, NOLA;-475 to -425;40.930481;14.52847
214239;KRATER, CALYX FRAGMENT;SICILY, CAMARINA;-475 to -425;36.826119;14.522724
214240;KRATER, CALYX;ITALY, BOLOGNA;-475 to -425;44.504822;11.34516
214242;KRATER, CALYX;ITALY, ORVIETO (?);-475 to -425;42.717171;12.10499
214243;KRATER, CALYX FRAGMENTS;ITALY, CHIUSI;-475 to -425;43.016948;11.948318
214245;KRATER, CALYX;ITALY, CHIUSI;-475 to -425;43.016948;11.948318
214249;KRATER, CALYX FRAGMENT;SYRIA, AL MINA;-475 to -425;36.081292;35.999794
214251;KRATER, BELL FRAGMENT;SICILY, CAMARINA;-475 to -425;36.826119;14.522724
214252;KRATER, BELL FRAGMENT;SICILY, CAMARINA;-475 to -425;36.826119;14.522724
214254;KRATER, BELL FRAGMENT;SICILY, GELA (?);-475 to -425;37.069286;14.248066
214256;KRATER, BELL FRAGMENT;ATHENS, AGORA;-475 to -425;37.995486;23.731327
214259;KRATER, BELL FRAGMENT;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214260;KRATER, BELL FRAGMENT;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214261;KRATER, BELL FRAGMENT;DELOS;-475 to -425;37.397812;25.270486
214341;KRATER, CALYX FRAGMENT;ATHENS;-475 to -425;37.976173;23.72519
214350;KRATER, BELL FRAGMENT;CORINTH;-475 to -425;37.9333;22.9167
214351;KRATER, BELL FRAGMENT;CORINTH;-475 to -425;37.9333;22.9167
214371;KRATER, BELL;ITALY, ETRURIA, CERVETERI;-475 to -425;41.992798;12.092428
214372;KRATER, BELL;RHODES;-475 to -425;36.2002792886862;27.9592194511287
214374;KRATER, BELL FRAGMENT;CORINTH;-475 to -425;37.9333;22.9167
214397;KRATER, BELL FRAGMENT;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214401;KRATER, BELL;ITALY, BOLOGNA;-475 to -425;44.504822;11.34516
214413;KRATER, VOLUTE FRAGMENTS;ITALY, SPINA;-475 to -425;44.657909;12.243576
214421;KRATER, COLUMN;ITALY, NUMANA;-475 to -425;43.5109;13.621502
214431;KRATER, BELL;ITALY, ORVIETO;-475 to -425;42.718642;12.114315
214434;KRATER, BELL;SICILY, CAMARINA;-475 to -425;36.826119;14.522724
214437;KRATER, BELL FRAGMENT;SICILY, GELA;-475 to -425;37.07117;14.248967
214438;KRATER, BELL;ITALY, SPINA;-475 to -425;44.657909;12.243576
214439;KRATER, CALYX FRAGMENT;SICILY, CAMARINA;-475 to -425;36.826119;14.522724
214443;KRATER, COLUMN;ITALY, FALERII;-475 to -425;42.227056;12.446222
214445;KRATER, COLUMN;ITALY, ETRURIA, TARQUINIA;-475 to -425;42.254315;11.759148
214453;KRATER, COLUMN;ITALY, BOLOGNA;-475 to -425;44.504822;11.34516
214454;KRATER, CALYX;SICILY, LEONTINOI;-475 to -425;37.2833;15
214462;KRATER, BELL;SICILY, CAMARINA;-475 to -425;36.826119;14.522724
214463;KRATER, BELL FRAGMENT;ATHENS, AGORA;-475 to -425;37.995486;23.731327
214464;KRATER, BELL FRAGMENT;ATHENS, AGORA;-475 to -425;37.995486;23.731327
214465;KRATER, BELL FRAGMENT;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214466;KRATER, BELL FRAGMENT;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214474;KRATER FRAGMENT;SICILY, CAMARINA;-475 to -425;36.826119;14.522724
214475;KRATER, BELL FRAGMENTS;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214476;KRATER, BELL FRAGMENT;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214486;KRATER, BELL;ITALY, EGNATIA;-475 to -425;40.887498;17.391615
214488;KRATER FRAGMENT;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214495;KRATER, BELL;MAGNA GRAECIA;-475 to -425;39.5232397778;16.71231
214502;KRATER, BELL FRAGMENT;ATHENS, AGORA;-475 to -425;37.995486;23.731327
214503;KRATER FRAGMENTS;ATHENS, AGORA;-475 to -425;37.995486;23.731327
214508;KRATER, BELL;ITALY, CUMAE;-475 to -425;40.847093;14.056149
214510;KRATER, BELL;ISCHIA;-475 to -425;40.722721075;13.8914769375
214512;KRATER, CALYX;ITALY, CAPUA;-475 to -425;41.100278;14.221244
214542;KRATER, BELL FRAGMENT;ATHENS;-475 to -425;37.976173;23.72519
214543;KRATER, BELL FRAGMENT;ATHENS;-475 to -425;37.976173;23.72519
214546;KRATER, BELL;EGYPT, NAUCRATIS;-475 to -425;30.954058;30.522766
214547;KRATER FRAGMENT;ATHENS, AGORA;-475 to -425;37.995486;23.731327
214548;KRATER FRAGMENT;LIBYA, BENGHAZI;-475 to -425;32.1166667938232;20.0666666030884
214549;KRATER FRAGMENT;EGYPT, NAUCRATIS;-475 to -425;30.954058;30.522766
214550;KRATER FRAGMENT;ITALY, LOCRI;-475 to -425;38.233589;16.263651
214551;KRATER, CALYX;ITALY, CUMAE;-475 to -425;40.847093;14.056149
214552;KRATER, CALYX;ITALY, SPINA;-475 to -425;44.657909;12.243576
214553;KRATER, CALYX;ITALY, NOLA;-475 to -425;40.930481;14.52847
214554;KRATER, CALYX;SICILY, CAMARINA;-475 to -425;36.826119;14.522724
214581;KRATER, BELL;ITALY, SPINA;-475 to -425;44.657909;12.243576
214583;KRATER, BELL;ITALY, SPINA;-475 to -425;44.657909;12.243576
214584;KRATER, BELL;ITALY, SPINA;-475 to -425;44.657909;12.243576
214587;KRATER, COLUMN;ITALY, NOLA;-475 to -425;40.930481;14.52847
214588;KRATER, COLUMN;ITALY, ETRURIA, TARQUINIA;-475 to -425;42.254315;11.759148
214592;KRATER, COLUMN;ITALY, SPINA;-475 to -425;44.657909;12.243576
214593;KRATER, COLUMN;ITALY, FALERII;-475 to -425;42.227056;12.446222
