number;shape;provenance;date;latitude;longitude
300015;AMPHORA;ATHENS, NEAR;-625 to -575;37.976173;23.734196
300025;AMPHORA, NECK;ATHENS;-625 to -575;37.976173;23.72519
300026;AMPHORA;ATHENS, AGORA;-625 to -575;37.995486;23.731327
300035;AMPHORA (?) FRAGMENT;ATHENS, ACROPOLIS;-625 to -575;37.971422;23.726167
300037;AMPHORA;ATTICA;-625 to -575;38.0519988333;23.8189911
300109;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
300110;AMPHORA, NECK;RHODES, CAMIROS;-600 to -550;36.336562;27.919521
300132;AMPHORA, NECK;GREECE, BOEOTIA;-600 to -550;38.4666;23.9666
300172;AMPHORA B FRAGMENT;ATHENS, ACROPOLIS;-600 to -550;37.971422;23.726167
300173;AMPHORA B;ATHENS;-600 to -550;37.976173;23.72519
300174;AMPHORA B;ATHENS;-600 to -550;37.976173;23.72519
300176;AMPHORA B FRAGMENT;ATTICA, VELANIDEZA;-600 to -550;38.058905;23.812866
300177;AMPHORA B FRAGMENTS;ATTICA, VELANIDEZA;-600 to -550;38.058905;23.812866
300178;AMPHORA B FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
300179;AMPHORA B FRAGMENTS;ATHENS, AGORA;-600 to -550;37.995486;23.731327
300180;AMPHORA B FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
300181;AMPHORA B FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
300182;AMPHORA B FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
300183;AMPHORA B FRAGMENT;EGYPT, TELL DEFENNEH;-600 to -550;31.240985;30.058594
300185;AMPHORA B FRAGMENT;PERACHORA;-600 to -550;38.0333;22.9333
300186;AMPHORA B FRAGMENT;ATHENS;-600 to -550;37.976173;23.72519
300187;AMPHORA B;ITALY, ETRURIA (?);-600 to -550;42.8333;12.8333
300190;AMPHORA B;ITALY, ETRURIA;-600 to -550;42.8333;12.8333
300191;AMPHORA B;CORINTH;-600 to -550;37.9333;22.9167
300193;AMPHORA B;ITALY, ETRURIA, VULCI;-600 to -550;42.421429;11.702499
300195;AMPHORA B;ITALY, TARANTO;-600 to -550;40.47611;17.22972
300200;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-600 to -550;42.254315;11.759148
300202;AMPHORA;ITALY, ETRURIA, CERVETERI;-600 to -550;41.992798;12.092428
300203;AMPHORA;ITALY, ETRURIA, VULCI;-600 to -550;42.421429;11.702499
300204;AMPHORA;ITALY, ETRURIA, VULCI;-600 to -550;42.421429;11.702499
300205;AMPHORA B;ITALY, ETRURIA, VULCI;-600 to -550;42.421429;11.702499
300206;AMPHORA B;ITALY, ETRURIA, VULCI;-600 to -550;42.421429;11.702499
300210;AMPHORA B;RHODES, CAMIROS;-600 to -550;36.336562;27.919521
300212;AMPHORA B;RHODES, IALYSOS;-600 to -550;36.4;28.16667
300213;AMPHORA B;ITALY, ETRURIA, VULCI;-600 to -550;42.421429;11.702499
300214;AMPHORA B;ATHENS, AGORA;-600 to -550;37.995486;23.731327
300247;AMPHORA, NECK;ATTICA, ELEUSIS;-600 to -550;38.0166664123535;23.533332824707
300251;AMPHORA, NECK;ITALY, TARANTO;-600 to -550;40.47611;17.22972
300296;AMPHORA, NECK FRAGMENTS;SAMOS, HERAION;-600 to -550;37.672255;26.886055
300757;AMPHORA B;ATTICA, LIOSIA;-575 to -525;38.0833;23.5
300760;AMPHORA, NECK FRAGMENT;RUSSIA, SOUTH, CRIMEA, THEODOSIA;-575 to -525;45.030347;35.384216
300777;AMPHORA;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
300779;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
300780;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
300783;AMPHORA, NECK FRAGMENT;FRANCE, MARSEILLES;-575 to -525;43.3000011444092;5.39999985694885
300786;AMPHORA, NECK FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766
300787;AMPHORA, NECK FRAGMENT;ATTICA, ELEUSIS;-575 to -525;38.0166664123535;23.533332824707
300800;AMPHORA, NECK FRAGMENT;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
300801;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
300822;AMPHORA, NECK FRAGMENT;RHODES, IALYSOS;-575 to -525;36.4;28.16667
300839;AMPHORA, NECK;RHODES, IALYSOS;-575 to -525;36.4;28.16667
300844;AMPHORA, NECK;RHODES, IALYSOS;-575 to -525;36.4;28.16667
300859;AMPHORA;RHODES, IALYSOS;-575 to -525;36.4;28.16667
300860;AMPHORA;RHODES, IALYSOS;-575 to -525;36.4;28.16667
300861;AMPHORA;RHODES, CAMIROS;-575 to -525;36.336562;27.919521
300872;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
300873;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
300875;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
300879;AMPHORA, NECK;ITALY, ORVIETO;-575 to -525;42.718642;12.114315
300886;AMPHORA, NECK FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766
300893;AMPHORA, NECK FRAGMENT;ATHENS, ACROPOLIS;-575 to -525;37.971422;23.726167
300929;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
300930;AMPHORA B FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
300931;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
300933;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
300938;AMPHORA B;RHODES, IALYSOS;-575 to -525;36.4;28.16667
300939;AMPHORA B;SICILY, GELA;-575 to -525;37.07117;14.248967
300942;AMPHORA B FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
300943;AMPHORA B;DELOS, RHENEIA;-575 to -525;37.407051;25.229244
300946;AMPHORA B;ITALY, NOLA;-575 to -525;40.930481;14.52847
300947;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
300948;AMPHORA B;RHODES, IALYSOS;-575 to -525;36.4;28.16667
300957;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
300958;AMPHORA B;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
300959;AMPHORA B;RHODES;-575 to -525;36.2002792886862;27.9592194511287
300960;AMPHORA B;ATHENS, AGORA;-575 to -525;37.995486;23.731327
300963;AMPHORA B;ITALY, CAPUA;-575 to -525;41.100278;14.221244
300966;AMPHORA B;ITALY, SALA CONSILINA;-575 to -525;40.3912105560303;15.5988659858704
300973;AMPHORA B FRAGMENTS;ATHENS, AGORA;-575 to -525;37.995486;23.731327
300974;AMPHORA B FRAGMENT;ATHENS, ACROPOLIS;-575 to -525;37.971422;23.726167
300978;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
300980;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
300983;AMPHORA, NECK FRAGMENT;ATHENS, ACROPOLIS;-575 to -525;37.971422;23.726167
300992;AMPHORA FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766
300994;AMPHORA B;ATHENS, AGORA;-575 to -525;37.995486;23.731327
300995;AMPHORA;ATHENS, AGORA;-575 to -525;37.995486;23.731327
300996;AMPHORA;ATHENS, AGORA;-575 to -525;37.995486;23.731327
301019;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301022;AMPHORA, NECK;SICILY, MEGARA HYBLAEA;-575 to -525;37.203717;15.181777
301035;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301036;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301039;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301040;AMPHORA B;ITALY, ETRURIA;-575 to -525;42.8333;12.8333
301043;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301044;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
301045;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
301050;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301051;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301054;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301055;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301058;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
301059;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301062;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301064;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
301079;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
301080;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
301120;AMPHORA B;SICILY, AGRIGENTO;-575 to -525;37.311199;13.576784
301230;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301289;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301291;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301292;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301295;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301298;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301304;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301307;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301308;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301309;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301310;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301312;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301314;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301315;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301319;AMPHORA, NECK;ITALY, ORVIETO (?);-550 to -500;42.717171;12.10499
301320;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301328;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301329;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301331;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301332;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301333;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301334;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301335;AMPHORA, NECK;ITALY, ADRIA;-550 to -500;45.05;12.05
301339;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301340;AMPHORA, NECK FRAGMENT;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301341;AMPHORA, NECK FRAGMENT;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301346;AMPHORA, NECK FRAGMENT;EGYPT, NAUCRATIS;-550 to -500;30.954058;30.522766
301348;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301349;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301350;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301356;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301358;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301360;AMPHORA B;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
301361;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301363;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301366;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301368;AMPHORA B FRAGMENTS;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301369;AMPHORA B FRAGMENTS;ITALY, ADRIA;-550 to -500;45.05;12.05
301373;AMPHORA B FRAGMENT;ITALY, CHIUSI;-550 to -500;43.016948;11.948318
301379;AMPHORA C;ETRURIA.;-550 to -500;42.6332157066;11.6431119707
301381;AMPHORA C;ETRURIA.;-550 to -500;42.6332157066;11.6431119707
301382;AMPHORA C;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301398;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
301404;AMPHORA B;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301455;AMPHORA B;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301456;AMPHORA B;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301469;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301470;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301471;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301473;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301474;AMPHORA B;ITALY, NOLA;-550 to -500;40.930481;14.52847
301475;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301476;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301481;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301484;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301485;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301486;AMPHORA B;SICILY;-550 to -500;37.527154;14.260254
301487;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301488;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301489;AMPHORA B;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301492;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301493;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301494;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301504;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301505;AMPHORA B;ITALY, NOLA;-550 to -500;40.930481;14.52847
301506;AMPHORA B;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
301509;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301510;AMPHORA B;RHODES, CAMIROS;-550 to -500;36.336562;27.919521
301511;AMPHORA B;ITALY, ORVIETO (?);-550 to -500;42.717171;12.10499
301517;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301518;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301519;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301524;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301525;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301526;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301528;AMPHORA B;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301534;AMPHORA B FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
301536;AMPHORA A;ITALY, NOLA;-550 to -500;40.930481;14.52847
301537;AMPHORA A;RHODES, CAMIROS;-550 to -500;36.336562;27.919521
301544;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301545;AMPHORA, NECK;ITALY, CASTEL CAMPANILE;-550 to -500;41.956682;12.194138
301546;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301547;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301548;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301549;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301553;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301554;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301555;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301560;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301566;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301567;AMPHORA, NECK FRAGMENT;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301568;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301571;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301572;AMPHORA, NECK;ITALY, LOCRI;-550 to -500;38.233589;16.263651
301573;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
301590;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301591;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301593;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301594;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301596;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301597;AMPHORA B FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
301598;AMPHORA, NECK;ITALY, CASTEL CAMPANILE;-550 to -500;41.956682;12.194138
301601;AMPHORA A;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
301603;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301616;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301624;AMPHORA, NECK;ITALY, FERENTO;-550 to -500;42.488429;12.132554
301627;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301628;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301629;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301631;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301633;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301636;AMPHORA B;ITALY, TARANTO;-550 to -500;40.47611;17.22972
301639;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301640;AMPHORA, NECK;ITALY, NARCE;-550 to -500;42.256475;12.414036
301642;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301645;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301646;AMPHORA B;ITALY, ETRURIA, VULCI (?);-550 to -500;42.421429;11.702499
301651;AMPHORA, NECK;ITALY;-550 to -500;42.8333;12.8333
301652;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301661;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
301673;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;to -500;42.254315;11.759148
301676;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301678;AMPHORA, NECK;AEGINA;-550 to -500;37.75;23.4333
301679;AMPHORA, NECK;ITALY, ETRURIA, VULCI;to -500;42.421429;11.702499
301681;AMPHORA, NECK;ITALY, ETRURIA, VULCI;to -500;42.421429;11.702499
301682;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301684;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301685;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301686;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301701;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
301703;AMPHORA, NECK;ITALY, FALERII;-550 to -500;42.227056;12.446222
301704;AMPHORA, NECK;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301705;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301706;AMPHORA, NECK;ITALY, CASTEL CAMPANILE;-550 to -500;41.956682;12.194138
301708;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301710;AMPHORA B;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
301730;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301731;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301733;AMPHORA, NECK;ITALY, CUMAE;-550 to -500;40.847093;14.056149
301734;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301735;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
301736;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301737;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301739;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301740;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301747;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301751;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301752;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301753;AMPHORA, NECK;ITALY, ORBETELLO;-550 to -500;42.4419193267822;11.2239422798157
301754;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301755;AMPHORA A;SICILY, AGRIGENTO;-550 to -500;37.311199;13.576784
301756;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301758;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301759;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301760;AMPHORA, NECK;SICILY, SYRACUSE;-550 to -500;37.06504;15.292969
301761;AMPHORA, NECK;SICILY, SYRACUSE;-550 to -500;37.06504;15.292969
301763;AMPHORA, NECK;ITALY, ETRURIA, VULCI (?);-550 to -500;42.421429;11.702499
301770;AMPHORA, NECK;RHODES, IALYSOS;-550 to -500;36.4;28.16667
301773;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301774;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301776;AMPHORA B;ITALY, NOLA;-550 to -500;40.930481;14.52847
301777;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301778;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301779;AMPHORA A;ITALY, CHIUSI;-550 to -500;43.016948;11.948318
301780;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301781;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301783;AMPHORA A;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
301786;AMPHORA B;ITALY, SALERNO, FRATTE;-550 to -500;40.6984154;14.7783494
301787;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
301788;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301790;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301792;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
301793;AMPHORA, NECK;SICILY, MEGARA HYBLAEA;-550 to -500;37.203717;15.181777
301824;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301825;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301827;AMPHORA A;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
301830;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301831;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
301832;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301833;AMPHORA B;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
301834;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301839;AMPHORA B;RHODES, CAMIROS;-550 to -500;36.336562;27.919521
301840;AMPHORA B;SICILY, AGRIGENTO;-550 to -500;37.311199;13.576784
301843;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301844;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301846;AMPHORA, NECK;SICILY, GELA;-550 to -500;37.07117;14.248967
301847;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301858;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301862;AMPHORA A;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
301866;AMPHORA B;ATHENS, CERAMICUS;-550 to -500;37.978333;23.718611
301867;AMPHORA B FRAGMENTS;ATTICA, ELEUSIS;-550 to -500;38.0166664123535;23.533332824707
301868;AMPHORA B FRAGMENT;ATTICA, ELEUSIS;-550 to -500;38.0166664123535;23.533332824707
301871;AMPHORA B;ITALY, CAPUA;-550 to -500;41.100278;14.221244
301877;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301879;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301883;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301884;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301885;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301886;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
301888;AMPHORA, NECK;ITALY, BOLOGNA;-550 to -500;44.504822;11.34516
301889;AMPHORA, NECK FRAGMENT;ITALY, BOLOGNA;-550 to -500;44.504822;11.34516
